Name,1,2,3,5,1_1,6,7,7b,19,21a,21b,21c,Tested By,Known Issues
Madden NFL 2005,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Mafia,untested,untested,untested,untested,untested,untested,menus,untested,menus,untested,untested,menus,LazyIllusion,Manages to reach the main menu fine and manages to play the opening cutscene after starting a new game but freezes on a black screen after loading screen
Magatama,untested,untested,untested,supported,untested,untested,playable,untested,untested,untested,untested,untested,Stikmars,None
MageWar,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,szymmirr,Hangs on Xbox logo
Magi Death Fight: Mahou Gakuen,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Imadummy,Crashes to dashboard
Magic: The Gathering - Battlegrounds,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,None
Major League Baseball 2K5,untested,untested,untested,untested,untested,untested,unplayable,untested,unplayable,untested,untested,untested,Unknown,"On Both Xefu7 and 2019, the game takes a while just to start and even though the legal screens look perfectly fine, the 2K logo freezes but you can still skip it but after that, the game is just a black screen although you  can still luckily access the Xbox Guide and go back to the dashboard like normal."
Major League Baseball 2K5: World Series Edition,untested,untested,untested,untested,untested,untested,unplayable,untested,unplayable,untested,untested,untested,Unknown,None
Major League Baseball 2K6,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Imadummy,Freezes during the 2K logo. Goes to black screen after pressing a button
Major League Baseball 2K7,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Imadummy,Freezes during the 2K logo. Goes to black screen after pressing a button
Malice,untested,untested,untested,untested,untested,untested,in-game,untested,playable,untested,untested,playable,/u/schmatzler,"After the intro cinematics the game responds, but the screen is corrupted, making it unplayable. Now working on xefu2021c. Also works in Xefu2019 but the dialogue box is glitched although text is still readable"
Manhunt,supported,in-game,in-game,in-game,in-game,in-game,playable,untested,untested,untested,untested,untested,Rusty9q1,"Starkweather voice's not working, audio delay in cutscenes. Xefu is supported regardless."
Marc Ecko’s Getting Up: Contents Under Pressure,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Marvel Nemesis: Rise of the Imperfects,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Marvel vs. Capcom 2,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,"Imadummy, Gustavo_margutti","There is sprite corruption during fights, but the game works fine. One report of black screen after Xbox logo (Gustavo_margutti)."
Marvel: Ultimate Alliance,intro,intro,intro,intro,intro,intro,intro,intro,intro,untested,untested,untested,BMT619,"Makes a *VERY* high-pitched sound during the intro and at the ""Press A to Start"", and it never loads into the main menu (BMT619)."
Mashed,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,@JohnVeness#7994,Also known as Mashed: Drive to Survive or Mashed: Fully Loaded. No issues.
Mat Hoffman’s Pro BMX 2,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
Max Payne,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,LazyIllusion,Frame rate issues during action
Max Payne 2: The Fall of Max Payne,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,LazyIllusion,None
Maximum Chase,untested,untested,untested,supported,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
MechAssault,playable,playable,playable,unplayable,playable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,"ItsAshleyFTW, OddbOd, Wolf","Xefu1_1 recommended. Unplayable versions have visual glitches due to missing textures in the menus, HUD and FMVs."
MechAssault (Xbox Live Demo),menus,menus,menus,unplayable,menus,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,"Imadummy, Wolf","If playing from The Clone Wars / Tetris Worlds Online combo, the game will crash to dashboard after selecting it. It needs to be run from the individual .xbe. As there's no way of connecting to Insignia (Xbox Live) currently on the 360, no other testing can be done so the game has been set to ""menus"" for now. With all other xefus, you get a black screen or a single color screen while the sound plays in the background."
MechAssault 2: Lone Wolf,in-game,in-game,menus,playable,in-game,playable,supported,playable,playable,playable,playable,playable,Wolf,"FMVs lag. Low framerate and graphics may glitch during action with xefu, xefu2 and xefu1_1. Game restarts when loading in-game with xefu3."
Medal of Honor Frontline,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Medal of Honor: European Assault,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Fisherlr777,None
Medal of Honor: Rising Sun,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,LazyIllusion,Frame rate issues with resolutions higher than 480p
Mega Man Anniversary Collection,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,ItsAshleyFTW,"Megaman 8 is playable with very minor graphical glitches on the characters, the other games work perfectly."
Men of Valor,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Mercenaries: Playground of Destruction,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,/u/ThatLabCoat4954,"Issues when using HDMI, works better with VGA. Tends to crash after around an hour."
Metal Arms: Glitch in the System,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Metal Dungeon,untested,untested,untested,untested,untested,untested,menus,untested,untested,untested,untested,untested,Unknown,Disc Read Error
Metal Gear Solid 2: Substance,in-game,in-game,in-game,in-game,untested,in-game,in-game,in-game,untested,untested,untested,untested,"Morrigan0001, Noctourniquet","On 7 and 7b, the Tanker segment is playable without a hitch. All versions marked as ingame crash when entering Strut B, rendering the game uncompletable."
Metal Slug 3,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,Glitchgod/Trex1967,"Black Screen, booting from stats.xbe presents a corrupted green screen instead"
Metal Slug 4,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,"/u/maty15987, /u/a29psx",xefu to xefu7b: texture issues; xefu2019 and up: no texture issues but the game will hang after a couple minutes
Metal Slug 5,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,"/u/maty15987, /u/a29psx",xefu to xefu7b: texture issues; xefu2019 and up: no texture issues but the game will hang after a couple minutes
Metal Wolf Chaos,menus,menus,menus,menus,menus,menus,menus,menus,menus,menus,menus,menus,"Stikmars, Wolf",Gives disc error trying to start first mission
Miami Vice,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"Gustavo_margutti, szymmirr",Playable on PAL console. Crashes on Xbox logo on NTSC console.
Micro Machines,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
Midnight Club 3: DUB Edition,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"Gustavo_margutti, RedXSlade","Some FPS drops in 720p. Set console resolution to 480p for better performance. Playable from start to finish. Sometimes the music in gameplay can glitch if you skip through songs quickly, this is fixed by restarting the game or waiting for the glitching song to finish."
Midnight Club 3: DUB Edition Remix,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"Gustavo_margutti, RedXSlade","Some FPS drops in 720p. The game runs great in 480p. Tokyo Challenge is completely playable from start to end. Sometimes the music in gameplay can glitch if you skip through songs quickly, this is fixed by restarting the game or waiting for the glitching song to finish."
